1403636580863555328,-0.00803,0.01404,-0.10554,-0.03047,0.83609,0.03787,0.54643,0.08553,0.00236,0.78173,
1403636580963555584,-0.00023,0.01560,-0.02811,-0.02236,0.82764,0.03815,0.55952,0.06424,0.02455,0.74397,
1403636581063555584,0.00563,0.01780,0.04182,-0.02333,0.81990,0.03888,0.57071,0.05342,0.01281,0.65223,
1403636581163555328,0.01035,0.01788,0.10184,-0.02545,0.81167,0.03497,0.58251,0.03820,-0.00889,0.54040,
1403636581263555584,0.01215,0.01651,0.14870,-0.02823,0.80180,0.03075,0.59613,0.00004,-0.01710,0.39110,
1403636581363555328,0.01045,0.01536,0.17341,-0.02793,0.79408,0.03090,0.60638,-0.02189,-0.01629,0.08044,
1403636581463555584,0.00862,0.01312,0.16633,-0.02199,0.79466,0.03323,0.60575,-0.02103,-0.02351,-0.27572,
1403636581563555584,0.00580,0.01096,0.13048,-0.01928,0.80145,0.03360,0.59680,-0.00737,-0.00925,-0.53646,
1403636581663555328,0.00392,0.00840,0.07198,-0.02240,0.80819,0.03217,0.58761,-0.00683,-0.02862,-0.64024,
1403636581763555584,0.00175,0.00395,0.00790,-0.02405,0.81119,0.03346,0.58332,-0.02685,-0.02759,-0.66670,
1403636581863555328,-0.00316,0.00148,-0.05932,-0.02781,0.81330,0.03544,0.58010,-0.05484,-0.01280,-0.67446,
1403636581963555584,-0.00899,0.00102,-0.12504,-0.02922,0.82003,0.03270,0.57064,-0.05727,0.00298,-0.61760,
1403636582063555584,-0.01348,0.00132,-0.18243,-0.02653,0.82963,0.03022,0.55686,-0.04993,0.01151,-0.48820,
1403636582163555328,-0.01750,0.00416,-0.22119,-0.02726,0.83838,0.03177,0.54348,-0.04183,0.02990,-0.24124,
1403636582263555584,-0.01952,0.00682,-0.22919,-0.02849,0.84347,0.03399,0.53535,0.00961,0.02492,0.09813,
1403636582363555328,-0.01739,0.01017,-0.20012,-0.03071,0.84276,0.03438,0.53632,0.02572,0.03946,0.43852,
1403636582463555584,-0.01435,0.01307,-0.14673,-0.03167,0.83513,0.03362,0.54811,0.04119,0.02455,0.59625,
1403636582563555584,-0.00998,0.01437,-0.08289,-0.02797,0.82877,0.03317,0.55791,0.04166,0.00638,0.65668,
1403636582663555328,-0.00638,0.01384,-0.01593,-0.02191,0.82579,0.03149,0.56267,0.02779,-0.00932,0.66361,
1403636582763555584,-0.00248,0.01143,0.05041,-0.02080,0.82269,0.02733,0.56745,0.04713,-0.03348,0.65288,
1403636582863555328,0.00305,0.00708,0.11520,-0.01762,0.81638,0.01860,0.57695,0.03959,-0.04492,0.63288,
1403636582963555584,0.00610,0.00300,0.17202,-0.01600,0.80677,0.01321,0.59050,0.00652,-0.03174,0.48584,
1403636583063555584,0.00677,0.00081,0.20573,-0.01467,0.79867,0.01267,0.60145,-0.00442,-0.01574,0.19336,
1403636583163555328,0.00724,-0.00145,0.20787,-0.01084,0.79721,0.01367,0.60345,-0.00523,-0.01612,-0.15293,
1403636583263555584,0.00757,-0.00162,0.17900,-0.00964,0.79899,0.01634,0.60105,0.00808,-0.00397,-0.42203,
1403636583363555328,0.00826,-0.00300,0.12903,-0.01106,0.80150,0.01821,0.59761,0.00372,-0.01837,-0.59630,
1403636583463555584,0.00773,-0.00562,0.06580,-0.01445,0.80470,0.02224,0.59309,-0.01485,-0.01437,-0.67946,
1403636583563555584,0.00711,-0.00741,-0.00382,-0.01476,0.80909,0.02575,0.58693,-0.01344,-0.01828,-0.70470,
1403636583663555328,0.00371,-0.01035,-0.07432,-0.01533,0.81713,0.02656,0.57564,-0.04043,0.00787,-0.69073,
1403636583763555584,-0.00064,-0.01048,-0.13820,-0.02237,0.82978,0.02329,0.55715,-0.04853,-0.00262,-0.58733,
1403636583863555328,-0.00522,-0.01017,-0.19120,-0.02380,0.83966,0.02150,0.54216,-0.05338,-0.00580,-0.46944,
1403636583963555584,-0.01064,-0.00999,-0.22970,-0.02053,0.84401,0.02731,0.53523,-0.06048,0.01127,-0.28283,
1403636584063555584,-0.01519,-0.00699,-0.24521,-0.02423,0.84462,0.03322,0.53379,-0.03199,0.02921,-0.02543,
